artist,song,duration,ts,sessionid,auth,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,year,month,hour,day
Mr. Grillo,Aqui Estoy,208.4567,2026-07-15T23:51:05.000+07:00,,Logged In,paid,20,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
DJ Slugo,Designer Chick,207.49016,2026-05-07T23:51:45.000+07:00,,Logged In,paid,27,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
Johnny Osbourne,Lend Me Your Chopper,215.30077,2026-03-03T23:52:00.000+07:00,,Logged In,free,0,Stillwater,,NY,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-73.667271,43.001956,85,Sloan,Eva,F,1614746845000,2026,3,23,3
Scalplock,Protagonist (Album Version),66.0371,2026-07-15T23:54:33.000+07:00,,Logged In,paid,21,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Maximilian Hecker,Birch,370.02405,2026-05-07T23:55:12.000+07:00,,Logged In,paid,29,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,23,7
The Cortinas,Radio Rape,219.01016,2026-07-15T23:55:39.000+07:00,,Logged In,paid,22,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Kai Winding,Doodlin',212.92363,2026-07-15T23:59:18.000+07:00,,Logged In,paid,23,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,23,15
Hank Locklin,Filipino Baby,159.03302,2026-06-16T00:00:18.000+07:00,,Logged In,free,2,Mesa,,AZ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-111.769015,33.448733,30,Lin,Sima,F,1623732445000,2026,6,0,16
Eddie Cantor,Now's The Time To Fall In Love,155.61098,2026-05-08T00:01:22.000+07:00,,Logged In,paid,30,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Leland Martin,Stone Cold Fingers (Bonus Track),175.62077,2026-07-16T00:02:50.000+07:00,,Logged In,paid,24,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,0,16
Paul Rogers,The Hunter,265.01178,2026-05-08T00:03:57.000+07:00,,Logged In,paid,31,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Disco D,6 A.M. Funk,235.07545,2026-07-16T00:05:45.000+07:00,,Logged In,paid,25,Fort Worth,,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-97.523856,32.787009,93,Thomas,Layton,M,1626324445000,2026,7,0,16
Blind Blake & The Royal Victoria Hotel Calypsos,Oh Look Misery,151.53587,2026-05-08T00:08:22.000+07:00,,Logged In,paid,32,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Rick Ross,They Know (Remix),105.40363,2026-05-08T00:10:53.000+07:00,,Logged In,paid,33,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Gold City,What Child Is This?,165.09341,2026-05-08T00:12:38.000+07:00,,Logged In,paid,34,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Captain Hollywood Project,The Way Love Is,338.36362,2026-05-08T00:15:23.000+07:00,,Logged In,paid,35,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Seventh Day Slumber,Famous One,265.8216,2026-05-08T00:21:01.000+07:00,,Logged In,paid,36,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Madonna,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],277.99466,2026-05-08T00:25:26.000+07:00,,Logged In,paid,37,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Aerosmith,Reefer Head Woman,241.8673,2026-05-08T00:30:03.000+07:00,,Logged In,paid,38,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
S.U.P,Back From The Garden (Live),320.02567,2026-05-08T00:34:04.000+07:00,,Logged In,paid,39,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Dario Marianelli,The Harbour,227.99628,2026-05-08T00:39:24.000+07:00,,Logged In,paid,40,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Jean Marc Thibault,Fleur De Paris,138.94485,2026-05-08T00:43:11.000+07:00,,Logged In,paid,41,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Gabriel Yared,Devon,229.98158,2026-05-08T00:45:29.000+07:00,,Logged In,paid,45,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Adalberto Santiago,Tu Me Desesperas,299.9375,2026-05-08T00:49:18.000+07:00,,Logged In,paid,46,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Go Fish,I Believe In You (More Than A Story Album Version),344.92035,2026-05-08T00:54:17.000+07:00,,Logged In,paid,47,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,0,8
Roger Sanchez,Lost,532.37506,2026-05-08T01:00:01.000+07:00,,Logged In,paid,48,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
John Brown,The Scenic Route,59.95057,2026-05-08T01:08:53.000+07:00,,Logged In,paid,49,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Marc Lavoine,C'est La Vie,224.39137,2026-05-08T01:09:52.000+07:00,,Logged In,paid,50,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Negura Bunget,Tara De dinicolo De Negura,353.95874,2026-05-08T01:13:36.000+07:00,,Logged In,paid,51,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Diamond Rexx,Fire,181.39383,2026-05-08T01:19:29.000+07:00,,Logged In,paid,52,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Jets,Alligator Come Across (Live),260.38812,2026-05-08T01:22:30.000+07:00,,Logged In,paid,53,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Marlene Dietrich,When Love Dies,190.04036,2026-05-08T01:26:50.000+07:00,,Logged In,paid,54,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Hall & Oates,Fall in Philadelphia,170.2918,2026-05-08T01:30:00.000+07:00,,Logged In,paid,55,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
The Allies,Bewitched_ Bothered & Bewildered,213.13261,2026-05-08T01:32:50.000+07:00,,Logged In,paid,57,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Strata,Night Falls (The Weight Of It),201.27303,2026-05-08T01:36:23.000+07:00,,Logged In,paid,58,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Sister Hazel,Space Between Us (Album Version),303.98648,2026-05-08T01:39:44.000+07:00,,Logged In,paid,59,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,284.2379,2026-05-08T01:44:47.000+07:00,,Logged In,paid,60,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Skyforger,In the Underworld,252.8126,2026-05-08T01:49:31.000+07:00,,Logged In,paid,61,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
David Johansen,In Style,247.97995,2026-05-08T01:53:43.000+07:00,,Logged In,paid,62,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Hank Penny,Peroxide Blond,127.99955,2026-05-08T01:57:50.000+07:00,,Logged In,paid,63,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,1,8
Becoming The Archetype,End Of The Age,389.95547,2026-04-19T02:16:11.000+07:00,,Logged In,paid,0,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,2,19
The Cate Brothers,Let It Be,223.97342,2026-04-08T02:19:41.000+07:00,,Logged In,free,1,Skokie,,IL,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-87.729928,42.035259,73,Dean,Braeden,M,1767372178000,2026,4,2,8
Eddy Arnold,Enclosed_ One Broken Heart,156.21179,2026-04-19T02:22:40.000+07:00,,Logged In,paid,1,Denville,,NJ,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.490462,40.887246,44,Mathews,Coen,M,1618721245000,2026,4,2,19
Zuma,Inferior (Late Night Version),266.00443,2026-04-30T06:06:26.000+07:00,,Logged In,paid,0,Arlington,,VA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,-77.075463,38.895023,16,Koch,Lily,F,1723582134000,2026,4,6,30
Donna Ares,Prijateljica,194.71628,2026-04-30T06:10:52.000+07:00,,Logged In,paid,1,Arlington,,VA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,-77.075463,38.895023,16,Koch,Lily,F,1723582134000,2026,4,6,30
Suzi Quatro,Mama's Boy,217.46893,2026-05-05T06:43:00.000+07:00,,Logged In,free,1,Flippin,,AR,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",-92.513515,36.200113,99,Romero,Noah,M,1635554471000,2026,5,6,5
Nicolas Bacchus,Peter Pan (j'veux pas ̻tre jeune) [feat. Les Pistons Flingueurs],178.15465,2026-05-08T06:43:55.000+07:00,,Logged In,paid,3,Teaneck,,NJ,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-74.011478,40.890317,71,Hill,Christopher,M,1620362845000,2026,5,6,8
Youves,On Probation,235.20609,2026-05-05T06:46:37.000+07:00,,Logged In,free,2,Flippin,,AR,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",-92.513515,36.200113,99,Romero,Noah,M,1635554471000,2026,5,6,5
